id,word,stem,lang,category,timestamp,profileid
en:gambols,gambols,gambol,en,0,1448200498173,
en:Augean,Augean,Augean,en,0,1448200667538,
en:architectonic,architectonic,architectonic,en,0,1448201653015,
en:turpitude,turpitude,turpitude,en,0,1448201904305,
en:viscid,viscid,viscid,en,0,1448202608244,
en:inanition,inanition,inanition,en,0,1448251943108,
en:Spume,Spume,spume,en,0,1448252798277,
en:retractile,retractile,retractile,en,0,1448252809697,
en:Stasis,Stasis,stasis,en,0,1448252817017,
en:epitaph,epitaph,epitaph,en,0,1448252825051,
en:syzygy,syzygy,syzygy,en,0,1448252837306,
en:rubicund,rubicund,rubicund,en,0,1448253212811,
en:abjured,abjured,abjure,en,0,1448253269055,
en:cumbrous,cumbrous,cumbrous,en,0,1448253539006,
en:plangently,plangently,plangently,en,0,1448253635236,
en:idiolects,idiolects,idiolect,en,0,1448254020914,
en:pleonasm,pleonasm,pleonasm,en,0,1448254074233,
en:pelf,pelf,pelf,en,0,1448254293215,
en:lustrum,lustrum,lustrum,en,0,1448455107431,
en:dimity,dimity,dimity,en,0,1448457077151,
en:salacities,salacities,salacity,en,0,1448457965918,
en:riverine,riverine,riverine,en,0,1448512769457,
en:adduce,adduce,adduce,en,0,1448512844322,
en:vitiated,vitiated,vitiate,en,0,1448513346706,
en:declension,declension,declension,en,0,1448513565419,
en:penumbra,penumbra,penumbra,en,0,1448513839120,
en:canoodled,canoodled,canoodle,en,0,1448684115839,
en:deliquesced,deliquesced,deliquesce,en,0,1448684672964,
en:autos,autos,auto,en,0,1448684824722,
en:plinth,plinth,plinth,en,0,1448744830173,
en:pillories,pillories,pillory,en,0,1448744857407,
en:taiga,taiga,taiga,en,0,1448745244556,
en:bemused,bemused,bemuse,en,0,1448801057836,
en:salopettes,salopettes,salopettes,en,0,1448801372616,
en:Diurnal,Diurnal,diurnal,en,0,1448802401560,
en:fricatives,fricatives,fricative,en,0,1448802589478,
en:palatinate,palatinate,palatinate,en,0,1448803971665,
en:suzerainty,suzerainty,suzerainty,en,0,1448804264615,
en:qua,qua,qua,en,0,1448804536737,
en:afflatus,afflatus,afflatus,en,0,1448805435271,
en:provender,provender,provender,en,0,1448806790520,
en:termitary,termitary,termitary,en,0,1448807662108,
en:Hebridean,Hebridean,Hebridean,en,0,1448807756457,
en:panegyric,panegyric,panegyric,en,0,1448811339183,
en:gaff,gaff,gaff,en,0,1448812933443,
en:whining,whining,whin,en,0,1448816028138,
en:finical,finical,finical,en,0,1448816130680,
en:frowsting,frowsting,frowst,en,0,1448857289824,
en:hobbledehoys,hobbledehoys,hobbledehoy,en,0,1448858242229,
en:slimline,slimline,slimline,en,0,1448858407592,
en:behoving,behoving,behove,en,0,1448859285015,
en:superannuated,superannuated,superannuate,en,0,1448940593923,
en:eohippus,eohippus,eohippus,en,0,1448941544407,
en:maundering,maundering,maunder,en,0,1448995341890,
en:elegiac,elegiac,elegiac,en,0,1449011868596,
en:diaconate,diaconate,diaconate,en,0,1449772749395,
en:penury,penury,penury,en,0,1449807586898,
en:penurious,penurious,penurious,en,0,1449808021549,
en:assiduity,assiduity,assiduity,en,0,1449808241596,
en:cowshed,cowshed,cowshed,en,0,1449809190462,
en:mountebank,mountebank,mountebank,en,0,1449809199591,
en:catarrh,catarrh,catarrh,en,0,1450303948187,
en:escarpment,escarpment,escarpment,en,0,1450304172104,
en:barmy,barmy,barmy,en,0,1450308484771,
en:antipodean,antipodean,antipodean,en,0,1450322773685,
en:Cymric,Cymric,Cymric,en,0,1450366185281,
en:coruscating,coruscating,coruscating,en,0,1450366382465,
en:EXIGENT,EXIGENT,exigent,en,0,1450408656845,
en:hallux,hallux,hallux,en,0,1450410637383,
en:clerestory,clerestory,clerestory,en,0,1450414753862,
en:gamboling,gamboling,gambol,en,0,1450415492873,
en:hove,hove,hove,en,0,1450549113305,
en:planar,planar,planar,en,0,1450550573553,
en:calabash,calabash,calabash,en,0,1450551130377,
en:smacked,smacked,smack,en,0,1450641940091,
en:crazing,crazing,craze,en,0,1450646096732,
en:caesura,caesura,caesura,en,0,1450647065677,
en:budgerigars,budgerigars,budgerigar,en,0,1450647687254,
en:hanging,hanging,hanging,en,0,1450647787231,
en:It,It,IT,en,0,1450797830724,
en:labile,labile,labile,en,0,1450937269277,
en:bougie,bougie,bougie,en,0,1450937786573,
en:Chthonic,Chthonic,chthonic,en,0,1451141126615,
en:vitiligo,vitiligo,vitiligo,en,0,1451236363876,
en:tump,tump,tump,en,0,1451355632498,
en:deputed,deputed,depute,en,0,1451357036970,
en:propitiatory,propitiatory,propitiatory,en,0,1451362794205,
en:calumnies,calumnies,calumny,en,0,1451397849442,
en:sinecure,sinecure,sinecure,en,0,1451398498476,
en:Aureate,Aureate,aureate,en,0,1451570516525,
en:blenched,blenched,blench,en,0,1451571337780,
en:bishoprics,bishoprics,bishopric,en,0,1451572535497,
en:menstruum,menstruum,menstruum,en,0,1451629720043,
en:oestrus,oestrus,oestrus,en,0,1451629765804,
en:seems,seems,seem,en,0,1451630203856,
en:chaparral,chaparral,chaparral,en,0,1451686496783,
en:arroyo,arroyo,arroyo,en,0,1451686505667,
en:gyre,gyre,gyre,en,0,1451686716810,
en:sump,sump,sump,en,0,1451714062177,
en:caballero,caballero,caballero,en,0,1451772079259,
en:truculent,truculent,truculent,en,0,1452045962738,
en:rowels,rowels,rowel,en,0,1452045986862,
en:tamarack,tamarack,tamarack,en,0,1452311223504,
en:otiose,otiose,otiose,en,0,1452311350825,
en:flivver,flivver,flivver,en,0,1452346025155,
en:sere,sere,sere,en,0,1452347139183,
en:wen,wen,wen,en,0,1452402750592,
en:spindrift,spindrift,spindrift,en,0,1452735331382,
en:merest,merest,mere,en,0,1452738832713,
en:samsara,samsara,samsara,en,0,1452812504634,
en:dharma,dharma,dharma,en,0,1452834254668,
en:present,present,present,en,0,1453086612228,
en:fulsome,fulsome,fulsome,en,0,1453122778397,
en:mimetic,mimetic,mimetic,en,0,1453122927246,
en:palimpsest,palimpsest,palimpsest,en,0,1453123087453,
en:legatee,legatee,legatee,en,0,1453124303929,
en:lightsome,lightsome,lightsome,en,0,1453124393645,
en:Sabbatarian,Sabbatarian,sabbatarian,en,0,1453124971379,
en:loth,loth,loth,en,0,1453210835857,
en:bosky,bosky,bosky,en,0,1453212223970,
en:campanile,campanile,campanile,en,0,1453212235492,
en:compère,compère,compère,en,0,1453213816617,
en:he,he,he,en,0,1453224379934,
en:catafalque,catafalque,catafalque,en,0,1453224384647,
en:baize,baize,baize,en,0,1453232406309,
en:hoydens,hoydens,hoyden,en,0,1453232518188,
en:colleen,colleen,colleen,en,0,1453308378272,
en:prise,prise,prise,en,0,1453311870579,
en:jurisprudence,jurisprudence,jurisprudence,en,0,1454163449251,
en:when,when,when,en,0,1454812530349,
en:rachis,rachis,rachis,en,0,1454814071357,
en:noetic,noetic,noetic,en,0,1456547616551,
en:bestrid,bestrid,bestride,en,0,1456574771690,
en:captiousness,captiousness,captiousness,en,0,1456970180313,
en:Pomological,Pomological,pomological,en,0,1456971636399,
en:abruption,abruption,abruption,en,0,1457325157928,
en:casualties,casualties,casualty,en,0,1457644242797,
en:manumission,manumission,manumission,en,0,1457655960911,
en:conurbation,conurbation,conurbation,en,0,1457713754591,
en:amphorae,amphorae,amphora,en,0,1457796699463,
en:empurple,empurple,empurple,en,0,1472485564765,
en:Nahuatl,Nahuatl,Nahuatl,en,0,1472505621557,
en:gavage,gavage,gavage,en,0,1472800147810,
en:esemplastic,esemplastic,esemplastic,en,0,1475556765084,
en:eidetic,eidetic,eidetic,en,0,1475557063649,
en:perspicacious,perspicacious,perspicacious,en,0,1475557451129,
en:numinous,numinous,numinous,en,0,1475557542149,
en:erstwhile,erstwhile,erstwhile,en,0,1478619340558,
en:evanesce,evanesce,evanesce,en,0,1478623673176,
en:oversized,oversized,oversized,en,0,1478623964573,
en:pickaninnies,pickaninnies,pickaninny,en,0,1478623969279,
en:golliwog,golliwog,golliwog,en,0,1478623998637,
en:tricorne,tricorne,tricorne,en,0,1478636379138,
en:punim,punim,pun,en,0,1478637612844,
en:this,this,this,en,0,1478699173748,
en:nacre,nacre,nacre,en,0,1478700292892,
en:phalanx,phalanx,phalanx,en,0,1478700793009,
en:perspicacity,perspicacity,perspicacity,en,0,1478701624417,
en:satsumas,satsumas,Satsuma,en,0,1478720006452,
en:Quisling,Quisling,quisling,en,0,1478720046924,
en:plethora,plethora,plethora,en,0,1478786930954,
en:anaphrodisiacs,anaphrodisiacs,anaphrodisiac,en,0,1478787222643,
en:cenotaph,cenotaph,cenotaph,en,0,1478787441133,
en:autodidact,autodidact,autodidact,en,0,1479075845469,
en:enrapt,enrapt,enrapt,en,0,1479077842026,
en-US:paracetamol,paracetamol,paracetamol,en-US,0,1479185954347,
en-US:cairn,cairn,cairn,en-US,0,1479272846850,
en-US:catamite,catamite,catamite,en-US,0,1479273591870,
en-US:pediments,pediments,pediment,en-US,0,1479274305055,
en-US:folie à deux,folie à deux,folie à deux,en-US,0,1479274696160,
en-US:meningioma,meningioma,meningioma,en-US,0,1479354200012,
en-US:gnomic,gnomic,gnomic,en-US,0,1479444950130,
en-US:rime,rime,rime,en-US,0,1479504392599,
en-US:gabbled,gabbled,gabble,en-US,0,1479504511450,
en-US:demesne,demesne,demesne,en-US,0,1479505146460,
en:ammoniacal,ammoniacal,ammoniacal,en,0,1479527440201,
en:sidereal,sidereal,sidereal,en,0,1479527699482,
en:lurcher,lurcher,lurcher,en,0,1479529104443,
en:hackney,hackney,hackney,en,0,1479560295586,
en:bathetic,bathetic,bathetic,en,0,1479560311179,
en:pong,pong,pong,en,0,1479560335227,
en:risible,risible,risible,en,0,1479560530713,
en:estuary,estuary,estuary,en,0,1479560593018,
en:hoving,hoving,hove,en,0,1479560939074,
en:crump,crump,crump,en,0,1479565578611,
en:doolies,doolies,doolie,en,0,1479580116112,
en:sepoy,sepoy,sepoy,en,0,1479580290919,
en:hillocks,hillocks,hillock,en,0,1479580387084,
en:ghazis,ghazis,ghazi,en,0,1479580581582,
en:potsherds,potsherds,potsherd,en,0,1479580762933,
en:cheroot,cheroot,cheroot,en,0,1479581189244,
en:pillock,pillock,pillock,en,0,1479581589211,
en:mattocks,mattocks,mattock,en,0,1479582236918,
en:baccy,baccy,baccy,en,0,1479668884308,
en:physically,physically,physically,en,0,1479669069100,
en:Baffin,Baffin,Baffin,en,0,1479669883844,
en:bluebottle,bluebottle,bluebottle,en,0,1479823454956,
en:NKVD,NKVD,NKVD,en,0,1479824292446,
en:hypocrites,hypocrites,hypocrite,en,0,1480463181937,
en:lives,lives,lives,en,0,1480506445190,
en:house,house,house,en,0,1480507007846,
en:scapular,scapular,scapular,en,0,1481164853016,
en:countermand,countermand,countermand,en,0,1481529477857,
en:desuetude,desuetude,desuetude,en,0,1481529664002,
en:tong,tong,tong,en,0,1481531300612,
en:Haboob,Haboob,haboob,en,0,1481531594774,
en-US:charmeuse,charmeuse,charmeuse,en-US,0,1488716890247,
en-US:ineluctable,ineluctable,ineluctable,en-US,0,1488727934882,
en-US:took,took,took,en-US,0,1488832379136,
en-US:feeling,feeling,feeling,en-US,0,1488832419410,
en-US:assholes,assholes,asshole,en-US,0,1488861811065,
en:philosophers,philosophers,philosopher,en,0,1489261563461,
en:conversations,conversations,conversation,en,0,1489261568184,
en:all,all,all,en,0,1489261580709,
en:existence,existence,existence,en,0,1489261626087,
en:and,and,and,en,0,1489261646014,
en:meet,meet,meet,en,0,1489261656819,
en:of,of,of,en,0,1489261676579,
en:stylite,stylite,stylite,en,0,1489303359071,
en:zipless,zipless,zipless,en,0,1489303791600,
en:chilblains,chilblains,chilblain,en,0,1489410345812,
en:vertiginous,vertiginous,vertiginous,en,0,1489420702136,
en:infra dig,infra dig,infra dig,en,0,1489440570337,
en:tittle,tittle,tittle,en,0,1489461018848,
en:unpicking,unpicking,unpick,en,0,1489461423190,
en:proprioception,proprioception,proprioception,en,0,1489510683276,
en:chiasmus,chiasmus,chiasmus,en,0,1489511005846,
en:amanuensis,amanuensis,amanuensis,en,0,1489667250358,
en:created,created,create,en,0,1489671406724,
en:baulks,baulks,baulk,en,0,1490163415262,
en:frowzy,frowzy,frowzy,en,0,1490163737252,
en:ONE,ONE,one,en,0,1490499620608,
en:threnody,threnody,threnody,en,0,1490569523534,
en:polity,polity,polity,en,0,1490579464753,
en:omentum,omentum,omentum,en,0,1490579875155,
en:cortège,cortège,cortège,en,0,1490580451399,
en:perineum,perineum,perineum,en,0,1490581602025,
en:kanun,kanun,Kanin,en,0,1490582968312,
en:bardic,bardic,bardic,en,0,1490583145960,
en:probity,probity,probity,en,0,1490583918673,
en:scansion,scansion,scansion,en,0,1490584409706,
en:keep,keep,keep,en,0,1490584463014,
en:exequy,exequy,exequy,en,0,1490595676336,
en:gravid,gravid,gravid,en,0,1490596454066,
en:caul,caul,caul,en,0,1490597336454,
en:gentians,gentians,gentian,en,0,1490597637832,
en:semaphoric,semaphoric,semaphoric,en,0,1491057939333,
en:hagiography,hagiography,hagiography,en,0,1491657420772,
en:woman,woman,woman,en,0,1491776847565,
en:potential,potential,potential,en,0,1491786159494,
en:Mendicants,Mendicants,mendicant,en,0,1491841516131,
en:elite,elite,elite,en,0,1491856471912,
en:him,him,him,en,0,1491856895200,
en:squit,squit,SQUID,en,0,1499166139862,
en:expiation,expiation,expiation,en,0,1499185473728,
en:faience,faience,faience,en,0,1499185820901,
en:novels,novels,novel,en,0,1499186202439,
en:ignorance,ignorance,ignorance,en,0,1499186210745,
en:orotund,orotund,orotund,en,0,1499195160767,
en:akrasia,akrasia,akrasia,en,0,1499195257117,
en:Mancunian,Mancunian,Mancunian,en,0,1499195572216,
en:pollarded,pollarded,pollard,en,0,1499196306954,
en:Tupamaros,Tupamaros,Tupamaro,en,0,1499653601353,
en:Frisian,Frisian,Frisian,en,0,1501756721446,
en:Mnemosyne,Mnemosyne,Mnemosyne,en,0,1501757409560,
en:anodyne,anodyne,anodyne,en,0,1501757984632,
en:person,person,person,en,0,1505362129868,
en:however,however,however,en,0,1505362133406,
en:have,have,have,en,0,1505918224648,
en:possessing,possessing,possess,en,0,1506068370160,
en:metaphysics,metaphysics,metaphysics,en,0,1506097413110,
en:Regardless,Regardless,regardless,en,0,1506118942503,
en:Donnybrook,Donnybrook,donnybrook,en,0,1506145247349,
en:whispered,whispered,whisper,en,0,1506195805240,
en:cascade,cascade,cascade,en,0,1507347025039,
en:interlocutors,interlocutors,interlocutor,en,0,1508700487280,
en:word,word,word,en,0,1508773152710,
en:ideologues,ideologues,ideologue,en,0,1508773466166,
en:flaccidity,flaccidity,flaccidity,en,0,1508773758654,
en:sedulous,sedulous,sedulous,en,0,1508774798894,
en:at,at,at,en,0,1508817318623,
en:synecdochic,synecdochic,synecdochic,en,0,1508899074191,
en:physiognomy,physiognomy,physiognomy,en,0,1508899371869,
en:massifs,massifs,massif,en,0,1508900133420,
en:excommunicate,excommunicate,excommunicate,en,0,1509656585945,
en:cortical,cortical,cortical,en,0,1509659713673,
en:discursive,discursive,discursive,en,0,1509718601443,
en:propitiations,propitiations,propitiation,en,0,1509719677823,
en:Chinese,Chinese,Chinese,en,0,1509935256083,
en:equanimity,equanimity,equanimity,en,0,1509980506675,
en:introduced,introduced,introduce,en,0,1509980815069,
en:feeling,feeling,feeling,en,0,1509999621991,
en:At,At,At,en,0,1509999706377,
en:beginnings,beginnings,beginning,en,0,1510194993357,
en:unclear,unclear,unclear,en,0,1510196799334,
en:corpus callosum,corpus callosum,corpus callosum,en,0,1510293246954,
en:different,different,different,en,0,1510421799765,
en:bower,bower,bower,en,0,1513311208973,
en:soigné,soigné,soigné,en,0,1513312067231,
en:muezzin,muezzin,muezzin,en,0,1513523210814,
en:treadle,treadle,treadle,en,0,1513591425070,
en:heresiarch,heresiarch,heresiarch,en,0,1513600893662,
en:Borges,Borges,Borges,en,0,1513601034045,
en:casuistical,casuistical,casuistical,en,0,1513602161735,
en:amanuenses,amanuenses,amanuensis,en,0,1513602343333,
en:heresiarchs,heresiarchs,heresiarch,en,0,1513604175500,
en:Eleatic,Eleatic,Eleatic,en,0,1513673074116,
en:Parerga,Parerga,parergon,en,0,1513673269038,
en:Paralipomena,Paralipomena,paralipomena,en,0,1513673292590,
en:educed,educed,educe,en,0,1513673693868,
en:demiurgi,demiurgi,demiurge,en,0,1513673934780,
en:Sinologist,Sinologist,Sinologist,en,0,1513675157046,
en:pusillanimous,pusillanimous,pusillanimous,en,0,1513949335143,
en:most,most,most,en,0,1513950702826,
en:piggin,piggin,piggy,en,0,1514097257547,
en:augury,augury,augury,en,0,1514126851284,
en:zouaves,zouaves,Zouave,en,0,1514265335199,
en:fumaroles,fumaroles,fumarole,en,0,1514289313069,
en:prognathous,prognathous,prognathous,en,0,1514289421679,
en:fusees,fusees,fusee,en,0,1514289605919,
en:ambuscades,ambuscades,ambuscade,en,0,1514290011141,
en:davening,davening,daven,en,0,1514528758344,
en:tallis,tallis,tallis,en,0,1514693563187,
en:mezuzot,mezuzot,mezuza,en,0,1514693940138,
en:Kol Nidre,Kol Nidre,Kol Nidre,en,0,1514694570398,
en:haftorah,haftorah,Haftorah,en,0,1514732332343,
en:rucked,rucked,ruck,en,0,1514866973499,
en:tatty,tatty,tatty,en,0,1514867943409,
en:trefoil,trefoil,trefoil,en,0,1514868752460,
en:fléchette,fléchette,fléchette,en,0,1514868850501,
en:nacreous,nacreous,nacreous,en,0,1514953226924,
en:palp,palp,palp,en,0,1515168105672,
en:zaibatsu,zaibatsu,zaibatsu,en,0,1515416480765,
en:the,the,the,en,0,1515417265997,
en:Purlieus,Purlieus,purlieu,en,0,1515510538797,
en:enfilade,enfilade,enfilade,en,0,1515720747890,
en:change,change,change,en,0,1515721658830,
en:cliometrician,cliometrician,cliometrician,en,0,1515723018523,
en:bimetallism,bimetallism,bimetallism,en,0,1515736405273,
en:Perseus,Perseus,Perseus,en,0,1515988198082,
en:hecatombs,hecatombs,hecatomb,en,0,1515989183214,
en:my,my,my,en,0,1516088193516,
en:Clytemnestra,Clytemnestra,Clytemnestra,en,0,1516089517818,
en:shot,shot,shot,en,0,1516089908076,
en:baldric,baldric,baldric,en,0,1516089914813,
en:Heracles,Heracles,Heracles,en,0,1516089977227,
en:courtyard,courtyard,courtyard,en,0,1517284476618,
en:hecatomb,hecatomb,hecatomb,en,0,1517324644621,
en:asphodel,asphodel,asphodel,en,0,1517324964396,
en:Uniate,Uniate,Uniate,en,0,1517334668076,
en:unnamed,unnamed,unnamed,en,0,1518481994233,
en:boffins,boffins,boffin,en,0,1519263504183,
en:profligacy,profligacy,profligacy,en,0,1519267828431,
en:stint,stint,stint,en,0,1519268304008,
en:bruited,bruited,bruit,en,0,1519269409237,
en:moue,moue,moue,en,0,1520386156220,
en:gloaming,gloaming,gloaming,en,0,1520436218104,
en:rusk,rusk,rusk,en,0,1520499335324,
en:equipoise,equipoise,equipoise,en,0,1520500064437,
en:crenellated,crenellated,crenellate,en,0,1520810586108,
